File	Integrated_Intensity	Mean_q(nm^-1)	Invariant	Capacity(mAh/g)	Potential(V)
95	2.4362e-02	2.2997	1.4642e-01	1730.8333	1.5678
96	2.3116e-02	2.2371	1.3266e-01	1749.2118	1.5434
97	2.4711e-02	2.2662	1.4532e-01	1767.8229	1.5139
98	2.3723e-02	2.3382	1.4721e-01	1786.2014	1.4793
99	2.4107e-02	2.2879	1.4423e-01	1804.5799	1.4387
100	2.2319e-02	2.2739	1.3231e-01	1822.9583	1.3918
101	2.5266e-02	2.3166	1.5511e-01	1841.3368	1.3397
102	2.3971e-02	2.3157	1.4654e-01	1859.7153	1.2840
103	2.4084e-02	2.3220	1.4847e-01	1878.3264	1.2248
104	2.4820e-02	2.3000	1.5074e-01	1896.5085	1.4630
105	2.5148e-02	2.3303	1.5678e-01	1915.1196	1.6852
106	2.3792e-02	2.2910	1.4277e-01	1933.4981	1.8329
107	2.3641e-02	2.2962	1.4286e-01	1951.8766	1.9196
108	2.3230e-02	2.3238	1.4383e-01	1970.4877	1.9754
109	2.4368e-02	2.2820	1.4429e-01	1988.8662	2.0144
110	2.5123e-02	2.3255	1.5621e-01	2007.2446	2.0433
111	2.3242e-02	2.3143	1.4185e-01	2025.6231	2.0658
112	2.4558e-02	2.2987	1.4847e-01	2044.0016	2.0836
113	2.4216e-02	2.2947	1.4540e-01	2062.3800	2.0980
114	2.4164e-02	2.2516	1.4008e-01	2080.9912	2.1105
115	2.5288e-02	2.3081	1.5339e-01	2099.3696	2.1209
116	2.3625e-02	2.2743	1.3952e-01	2117.7481	2.1300
117	2.3987e-02	2.2398	1.3767e-01	2136.1266	2.1385
118	2.4544e-02	2.2940	1.4853e-01	2154.5050	2.1461
119	2.5373e-02	2.3188	1.5599e-01	2173.1162	2.1534
120	2.3284e-02	2.2552	1.3631e-01	2191.4946	2.1603
121	2.4860e-02	2.3171	1.5207e-01	2210.1057	2.1668
122	2.3645e-02	2.3184	1.4476e-01	2228.4842	2.1732
123	2.5066e-02	2.2546	1.4548e-01	2247.0953	2.1794
124	2.5166e-02	2.2642	1.4737e-01	2265.4738	2.1856
125	2.4378e-02	2.3486	1.5361e-01	2283.8523	2.1916
126	2.4235e-02	2.2609	1.4153e-01	2302.4634	2.1978
127	2.5754e-02	2.3086	1.5695e-01	2320.8418	2.2040
128	2.4825e-02	2.2901	1.4902e-01	2339.4530	2.2105
129	2.2964e-02	2.2920	1.3735e-01	2357.8314	2.2167
130	2.4519e-02	2.2903	1.4689e-01	2376.2099	2.2232
131	2.5542e-02	2.2756	1.5125e-01	2394.8210	2.2299
132	2.5875e-02	2.3238	1.6022e-01	2413.1995	2.2368
133	2.4781e-02	2.2171	1.3855e-01	2431.5780	2.2438
134	2.4332e-02	2.2828	1.4440e-01	2449.9564	2.2511
135	2.6798e-02	2.3225	1.6516e-01	2468.5675	2.2587
136	2.5824e-02	2.2684	1.5134e-01	2486.9460	2.2663
137	2.5176e-02	2.2331	1.4433e-01	2505.3245	2.2742
138	2.5879e-02	2.2968	1.5534e-01	2523.7030	2.2824
139	2.4477e-02	2.3143	1.5026e-01	2542.0814	2.2907
140	2.5569e-02	2.3169	1.5673e-01	2560.4599	2.2991
141	2.6253e-02	2.2197	1.4937e-01	2578.8384	2.3078
142	2.6008e-02	2.3188	1.5988e-01	2597.4495	2.3165
143	2.6199e-02	2.2632	1.5451e-01	2615.5953	2.3254
144	2.5874e-02	2.2801	1.5480e-01	2634.2064	2.3345
145	2.5878e-02	2.2423	1.4907e-01	2652.5849	2.3433
146	2.5472e-02	2.2633	1.4964e-01	2670.9634	2.3524
147	2.4812e-02	2.2256	1.4022e-01	2689.5745	2.3620
148	2.6986e-02	2.2790	1.6112e-01	2707.9530	2.3720
149	2.5918e-02	2.2674	1.5211e-01	2726.3314	2.3823
150	2.6582e-02	2.2650	1.5614e-01	2744.7099	2.3933
151	2.5918e-02	2.2576	1.5073e-01	2763.0884	2.4052
152	2.3822e-02	2.2757	1.4123e-01	2781.4668	2.4184
153	2.5495e-02	2.3369	1.5838e-01	2799.8453	2.4326
154	2.7316e-02	2.2618	1.6004e-01	2818.2238	2.4484
155	2.6850e-02	2.2571	1.5679e-01	2836.6023	2.4653
156	2.6329e-02	2.3338	1.6383e-01	2854.9807	2.4831
157	2.5685e-02	2.2086	1.4303e-01	2873.5918	2.5027
158	2.6046e-02	2.2628	1.5243e-01	2891.9703	2.5230
159	2.6251e-02	2.3364	1.6416e-01	2910.3488	2.5445
160	2.6095e-02	2.2798	1.5463e-01	2928.7273	2.5677
161	2.5627e-02	2.2883	1.5389e-01	2947.1057	2.5932
162	2.4292e-02	2.2473	1.4025e-01	2965.4842	2.6220
163	2.5904e-02	2.2826	1.5400e-01	2983.8627	2.6551
164	2.4397e-02	2.2369	1.3949e-01	3002.2412	2.6937
165	2.5635e-02	2.2277	1.4627e-01	3020.8523	2.7398
166	2.4701e-02	2.3462	1.5579e-01	3039.2307	2.7947
167	2.4254e-02	2.2358	1.3894e-01	3057.8418	2.8639
168	2.5753e-02	2.3277	1.5955e-01	3076.2203	2.9497
169	2.4049e-02	2.2857	1.4276e-01	3094.8042	2.0310
170	2.4169e-02	2.2907	1.4493e-01	3113.1827	1.8485
171	2.4504e-02	2.2852	1.4631e-01	3131.5611	1.8644
172	2.5162e-02	2.3139	1.5423e-01	3150.1722	1.8784
173	2.4211e-02	2.2514	1.4000e-01	3168.5507	1.8880
174	2.3301e-02	2.3192	1.4362e-01	3186.9292	1.8944
175	2.5115e-02	2.3606	1.5929e-01	3205.5403	1.8982
176	2.4520e-02	2.2931	1.4706e-01	3223.9187	1.9003
177	2.4416e-02	2.3165	1.5032e-01	3242.2972	1.9013
178	2.3426e-02	2.2734	1.3962e-01	3260.6757	1.9013
179	2.4844e-02	2.3335	1.5479e-01	3279.0541	1.9008
180	2.4737e-02	2.3208	1.5230e-01	3297.4326	1.8997
181	2.3321e-02	2.2443	1.3380e-01	3316.0437	1.8982
182	2.3738e-02	2.2679	1.3960e-01	3334.4222	1.8964
183	2.4084e-02	2.3339	1.5026e-01	3352.8007	1.8942
184	2.2284e-02	2.2447	1.2721e-01	3371.4118	1.8916
185	2.3945e-02	2.2417	1.3788e-01	3389.7902	1.8890
186	2.3808e-02	2.3592	1.5144e-01	3408.1687	1.8861
187	2.3988e-02	2.3157	1.4726e-01	3426.7798	1.8829
188	2.5667e-02	2.3734	1.6523e-01	3445.1583	1.8796
189	2.3135e-02	2.3067	1.4087e-01	3463.7694	1.8759
190	2.3653e-02	2.3161	1.4478e-01	3482.1479	1.8723
191	2.3759e-02	2.2614	1.3886e-01	3500.7590	1.8682
192	2.3549e-02	2.2774	1.3874e-01	3519.1374	1.8643
193	2.5172e-02	2.3188	1.5491e-01	3537.5159	1.8600
194	2.3082e-02	2.3301	1.4275e-01	3556.1270	1.8556
195	2.3203e-02	2.3379	1.4455e-01	3574.5055	1.8510
196	2.2865e-02	2.3162	1.3952e-01	3592.8839	1.8466
197	2.4147e-02	2.3823	1.5700e-01	3611.4950	1.8418
198	2.2138e-02	2.3473	1.3892e-01	3629.8735	1.8369
199	2.3463e-02	2.2909	1.4054e-01	3648.2520	1.8317
200	2.4381e-02	2.2724	1.4488e-01	3666.6304	1.8265
201	2.2400e-02	2.3244	1.3781e-01	3685.2416	1.8210
202	2.2827e-02	2.3628	1.4428e-01	3703.6200	1.8152
203	2.4817e-02	2.3696	1.5852e-01	3721.9985	1.8091
204	2.3096e-02	2.3392	1.4496e-01	3740.6096	1.8030
205	2.2274e-02	2.2932	1.3406e-01	3758.9881	1.7966
206	2.3252e-02	2.3451	1.4558e-01	3777.3665	1.7901
207	2.2410e-02	2.3437	1.4058e-01	3795.7450	1.7833
208	2.4961e-02	2.3391	1.5575e-01	3814.3561	1.7762
209	2.2560e-02	2.3505	1.4213e-01	3832.7346	1.7689
210	2.3968e-02	2.3676	1.5388e-01	3851.1130	1.7613
211	2.2496e-02	2.3553	1.4227e-01	3869.4915	1.7535
212	2.4267e-02	2.3428	1.5235e-01	3888.1026	1.7451
213	2.3395e-02	2.2959	1.4142e-01	3906.4811	1.7365
214	2.3296e-02	2.2901	1.3867e-01	3925.0922	1.7275
215	2.2851e-02	2.2730	1.3564e-01	3943.4707	1.7180
216	2.2718e-02	2.3337	1.4107e-01	3961.8491	1.7082
217	2.3162e-02	2.3067	1.4115e-01	3980.2276	1.6975
218	2.2563e-02	2.3214	1.3829e-01	3998.8387	1.6862
219	2.4386e-02	2.3141	1.4874e-01	4016.9845	1.6742
220	2.3250e-02	2.3166	1.4278e-01	4035.3630	1.6609
221	2.2791e-02	2.3716	1.4588e-01	4053.9741	1.6464
222	3.7314e-01	2.4822	2.5790e+00	4072.3526	1.6305
223	2.2830e-02	2.2869	1.3821e-01	4090.7310	1.6126
224	2.4525e-02	2.3483	1.5357e-01	4109.1095	1.5922
225	2.3277e-02	2.3444	1.4560e-01	4127.4880	1.5686
226	2.3332e-02	2.3351	1.4491e-01	4145.8664	1.5410
227	2.2918e-02	2.3420	1.4397e-01	4164.2449	1.5083
228	2.3325e-02	2.3615	1.4884e-01	4182.8560	1.4689
229	2.3112e-02	2.3313	1.4448e-01	4201.2345	1.4230
230	2.3206e-02	2.2951	1.3976e-01	4219.6130	1.3693
231	2.4944e-02	2.3972	1.6298e-01	4237.9914	1.3083
232	2.4967e-02	2.3015	1.5216e-01	4256.6025	1.2412
233	2.4967e-02	2.3739	1.6149e-01	4275.0558	1.4315
234	2.3805e-02	2.3422	1.4960e-01	4293.4342	1.6753
235	2.5116e-02	2.3595	1.6087e-01	4311.8127	1.8455
236	2.4406e-02	2.3215	1.4973e-01	4330.4238	1.9440
237	2.4280e-02	2.3385	1.5257e-01	4348.8023	2.0027
238	2.3240e-02	2.3118	1.4211e-01	4367.1808	2.0425
239	2.3375e-02	2.3973	1.5252e-01	4385.5592	2.0709
240	2.4286e-02	2.3156	1.4847e-01	4403.9377	2.0921
241	2.4175e-02	2.3236	1.5011e-01	4422.3162	2.1092
242	2.3809e-02	2.3444	1.4972e-01	4440.6946	2.1230
243	2.3069e-02	2.3069	1.3985e-01	4459.3057	2.1351
244	2.4248e-02	2.3427	1.5227e-01	4477.6842	2.1458
245	2.3812e-02	2.3354	1.4771e-01	4496.0627	2.1556
246	2.4047e-02	2.3002	1.4578e-01	4514.4411	2.1652
247	2.3221e-02	2.3256	1.4354e-01	4533.0522	2.1745
248	2.3911e-02	2.3495	1.5054e-01	4551.4307	2.1837
249	2.4896e-02	2.3725	1.5975e-01	4569.5765	2.1925
250	2.3046e-02	2.2997	1.3967e-01	4588.1876	2.2020
251	2.4146e-02	2.3277	1.4986e-01	4606.5661	2.2115
252	2.2961e-02	2.3060	1.3970e-01	4624.9446	2.2212
253	2.3958e-02	2.3223	1.4849e-01	4643.3230	2.2315
254	2.3292e-02	2.3820	1.5084e-01	4661.9342	2.2423
255	2.4058e-02	2.3578	1.5150e-01	4680.3126	2.2534
256	2.3630e-02	2.3593	1.5004e-01	4698.9237	2.2656
257	2.3712e-02	2.3099	1.4417e-01	4717.3022	2.2782
258	2.3212e-02	2.3087	1.4028e-01	4735.6807	2.2913
259	2.4310e-02	2.3334	1.5105e-01	4754.0591	2.3051
260	2.4004e-02	2.3093	1.4686e-01	4772.4376	2.3194
261	2.3832e-02	2.3886	1.5475e-01	4790.8161	2.3344
262	2.2943e-02	2.2448	1.3221e-01	4809.4272	2.3489
263	2.3800e-02	2.3316	1.4827e-01	4827.8056	2.3626
264	2.3429e-02	2.3299	1.4511e-01	4846.1841	2.3749
265	2.4138e-02	2.3727	1.5493e-01	4864.5626	2.3207
266	2.4376e-02	2.2296	1.3902e-01	4882.9410	2.2974
267	2.4114e-02	2.3656	1.5385e-01	4901.3195	2.3390
268	2.3378e-02	2.3977	1.5242e-01	4919.6980	2.3424
269	2.3986e-02	2.3203	1.4715e-01	4938.0765	2.4049
270	2.4351e-02	2.3087	1.4845e-01	4956.4549	2.3504
271	2.4145e-02	2.3471	1.5148e-01	4974.8334	2.3707
272	2.3305e-02	2.3080	1.4198e-01	4993.2119	2.4007
273	2.5248e-02	2.3150	1.5495e-01	5011.8230	2.3904
274	2.4473e-02	2.3318	1.5192e-01	5030.2014	2.4050
275	2.3710e-02	2.3670	1.5076e-01	5048.5799	2.4013
276	2.6423e-02	2.3090	1.6110e-01	5067.1910	2.4152
277	2.4936e-02	2.3263	1.5485e-01	5085.5695	2.4535
278	2.4331e-02	2.2927	1.4625e-01	5103.9479	2.4238
279	2.4511e-02	2.3091	1.4958e-01	5122.3264	2.4047
280	2.4912e-02	2.3189	1.5239e-01	5140.7049	2.3788
281	2.2974e-02	2.3161	1.3964e-01	5159.3160	2.3171
282	2.4902e-02	2.3188	1.5295e-01	5177.6945	2.3829
283	2.3994e-02	2.3392	1.4923e-01	5196.3056	2.3837
284	2.4408e-02	2.2452	1.4143e-01	5214.6840	2.3868
285	2.5350e-02	2.3173	1.5544e-01	5233.0625	2.4286
286	2.3508e-02	2.2650	1.3772e-01	5251.4410	2.4334
287	2.3746e-02	2.3195	1.4568e-01	5269.8194	2.4175
288	2.4386e-02	2.2682	1.4401e-01	5288.4305	2.4223
289	2.5500e-02	2.2995	1.5438e-01	5306.8090	2.4107
290	2.5750e-02	2.3222	1.5969e-01	5325.1875	2.4206
291	2.4407e-02	2.3014	1.4847e-01	5343.5659	2.4238
292	2.4804e-02	2.3596	1.5763e-01	5362.1770	2.4381
293	2.5592e-02	2.2883	1.5312e-01	5380.5555	2.4948
294	2.4869e-02	2.3005	1.5060e-01	5398.9340	2.4324
295	2.4889e-02	2.2619	1.4503e-01	5417.5451	2.3986
296	2.6561e-02	2.3365	1.6561e-01	5435.9236	2.4245
297	2.5918e-02	2.2800	1.5398e-01	5454.3020	2.4320
298	2.5119e-02	2.3178	1.5370e-01	5472.6805	2.4367
299	2.6205e-02	2.2781	1.5561e-01	5491.2916	2.4437
300	2.5963e-02	2.3301	1.6145e-01	5509.6701	2.4735
301	2.5017e-02	2.3040	1.5191e-01	5528.0485	2.4633
302	2.6851e-02	2.3052	1.6342e-01	5546.6596	2.4322
303	2.4043e-02	2.2947	1.4416e-01	5565.0381	2.4936
304	2.4890e-02	2.2619	1.4558e-01	5583.6492	2.5039
305	2.5290e-02	2.3344	1.5732e-01	5602.0277	2.5090
306	2.4528e-02	2.2807	1.4528e-01	5620.4062	2.4999
307	2.5344e-02	2.2968	1.5383e-01	5638.7846	2.5069
308	2.4503e-02	2.2768	1.4541e-01	5657.3957	2.5117
309	2.6263e-02	2.2943	1.5806e-01	5675.7742	2.5201
310	2.5731e-02	2.2324	1.4700e-01	5694.1527	2.5419
311	2.7990e-02	2.3141	1.7143e-01	5712.5311	2.5413
312	2.5190e-02	2.3130	1.5415e-01	5731.1422	2.5639
313	2.4746e-02	2.2834	1.4779e-01	5749.5207	2.6467
314	2.6194e-02	2.2571	1.5297e-01	5767.8992	2.6198
315	2.4855e-02	2.2590	1.4650e-01	5786.5103	2.6279
316	2.6621e-02	2.2416	1.5299e-01	5804.8887	2.6413
317	2.5623e-02	2.2789	1.5216e-01	5823.4999	2.6665
318	2.6793e-02	2.2857	1.6116e-01	5841.8783	2.7008
319	2.6714e-02	2.3495	1.6877e-01	5860.2568	2.7190
320	2.5536e-02	2.3121	1.5638e-01	5878.6353	2.7528
321	2.5551e-02	2.2855	1.5336e-01	5897.0137	2.7061
322	2.4612e-02	2.2585	1.4416e-01	5915.3922	2.7473
323	2.5908e-02	2.3196	1.5850e-01	5933.7707	2.7189
324	2.5264e-02	2.3189	1.5575e-01	5952.1491	2.6688
325	2.5235e-02	2.2737	1.4948e-01	5970.5276	2.7158
326	2.5798e-02	2.3557	1.6373e-01	5988.9061	2.6737
327	2.5311e-02	2.2998	1.5354e-01	6007.2845	2.8182
328	2.4504e-02	2.2966	1.4884e-01	6025.8956	2.8236
329	2.3607e-02	2.2552	1.3717e-01	6044.2741	2.8505
330	2.5898e-02	2.2681	1.5294e-01	6062.6526	2.9278
331	2.6286e-02	2.2952	1.5936e-01	6081.0310	2.9346
332	2.4045e-02	2.2909	1.4405e-01	6099.6422	2.9917
333	2.5089e-02	2.2889	1.5040e-01	6118.1327	1.9745
334	2.4900e-02	2.3478	1.5614e-01	6136.5111	1.8421
335	2.4822e-02	2.2973	1.4923e-01	6155.1223	1.8521
336	2.4306e-02	2.2781	1.4401e-01	6173.5007	1.8597
337	2.3694e-02	2.3365	1.4755e-01	6192.1118	1.8657
338	2.4676e-02	2.3009	1.4864e-01	6210.4903	1.8698
339	2.5962e-02	2.3791	1.6812e-01	6228.8688	1.8725
340	2.3985e-02	2.3638	1.5189e-01	6247.4799	1.8743
341	2.3308e-02	2.3370	1.4575e-01	6265.8584	1.8750
342	2.5058e-02	2.3389	1.5622e-01	6284.4695	1.8753
343	2.3748e-02	2.3356	1.4689e-01	6302.8480	1.8752
344	2.3669e-02	2.3336	1.4741e-01	6321.2264	1.8746
345	2.4751e-02	2.3003	1.5042e-01	6339.6049	1.8739
346	2.3998e-02	2.3143	1.4689e-01	6357.9834	1.8730
347	2.4232e-02	2.3380	1.5137e-01	6376.5945	1.8719
348	2.4069e-02	2.4001	1.5606e-01	6394.9730	1.8705
349	2.4237e-02	2.3722	1.5600e-01	6413.3515	1.8692
350	2.2677e-02	2.2457	1.3028e-01	6431.9626	1.8676
351	2.4896e-02	2.3083	1.5123e-01	6450.3410	1.8659
352	2.2808e-02	2.2854	1.3625e-01	6468.7195	1.8642
353	2.2569e-02	2.3275	1.4006e-01	6487.0980	1.8622
354	2.4146e-02	2.3486	1.5305e-01	6505.4765	1.8601
355	2.2345e-02	2.3137	1.3647e-01	6523.8549	1.8580
356	2.4785e-02	2.3822	1.6049e-01	6542.2334	1.8556
357	2.3680e-02	2.3844	1.5370e-01	6560.6119	1.8533
358	2.3263e-02	2.3599	1.4779e-01	6578.9904	1.8506
359	2.3355e-02	2.3329	1.4435e-01	6597.6015	1.8478
360	2.4125e-02	2.3655	1.5444e-01	6615.7473	1.8448
361	2.3755e-02	2.3486	1.4900e-01	6634.1258	1.8418
362	2.4256e-02	2.2954	1.4665e-01	6652.5043	1.8385
363	2.3184e-02	2.3222	1.4381e-01	6671.1154	1.8349
364	2.4372e-02	2.4070	1.6010e-01	6689.4939	1.8314
365	2.3265e-02	2.3179	1.4199e-01	6707.8723	1.8274
366	2.4073e-02	2.3604	1.5311e-01	6726.2508	1.8234
367	2.3033e-02	2.3612	1.4601e-01	6744.6293	1.8191
368	2.3183e-02	2.3278	1.4309e-01	6763.0078	1.8150
369	2.3166e-02	2.2928	1.3954e-01	6781.3862	1.8101
370	2.3655e-02	2.3238	1.4520e-01	6799.7647	1.8054
371	2.2410e-02	2.2550	1.3064e-01	6818.3758	1.8000
372	2.2455e-02	2.3665	1.4207e-01	6836.5217	1.7947
373	2.2449e-02	2.3323	1.3888e-01	6854.9001	1.7889
374	2.2499e-02	2.3490	1.4178e-01	6873.5113	1.7830
375	2.3244e-02	2.2833	1.3792e-01	6891.8897	1.7768
376	2.3763e-02	2.2955	1.4237e-01	6910.2682	1.7703
377	2.2674e-02	2.2948	1.3530e-01	6928.6467	1.7635
378	2.4117e-02	2.3053	1.4721e-01	6947.2578	1.7566
379	2.3297e-02	2.3118	1.4293e-01	6965.6363	1.7489
380	2.3151e-02	2.3576	1.4580e-01	6984.0147	1.7411
381	2.5127e-02	2.3771	1.6200e-01	7002.3932	1.7328
382	2.2701e-02	2.3505	1.4353e-01	7021.0043	1.7243
383	2.3936e-02	2.3143	1.4637e-01	7039.3828	1.7154
384	2.3789e-02	2.3376	1.4872e-01	7057.9939	1.7060
385	2.4233e-02	2.3880	1.5798e-01	7076.3724	1.6962
386	2.4495e-02	2.3890	1.5850e-01	7094.7509	1.6858
387	2.3153e-02	2.3190	1.4247e-01	7113.1293	1.6743
388	2.3677e-02	2.3646	1.5010e-01	7131.5078	1.6622
389	2.3689e-02	2.3147	1.4519e-01	7150.1189	1.6492
390	2.3668e-02	2.2653	1.3891e-01	7168.4974	1.6343
391	2.4552e-02	2.3613	1.5721e-01	7186.8759	1.6182
392	2.2970e-02	2.2801	1.3732e-01	7205.2544	1.6001
393	2.3739e-02	2.3325	1.4798e-01	7223.6328	1.5796
394	2.3432e-02	2.3096	1.4337e-01	7242.2440	1.5565
395	2.3475e-02	2.2946	1.4056e-01	7260.6224	1.5293
396	2.3026e-02	2.2872	1.3760e-01	7279.0009	1.4984
397	2.4261e-02	2.3718	1.5550e-01	7297.3794	1.4628
398	2.3128e-02	2.3501	1.4650e-01	7315.7579	1.4211
399	2.3742e-02	2.3217	1.4623e-01	7334.3690	1.3724
400	2.4820e-02	2.3299	1.5439e-01	7352.7474	1.3185
401	2.5163e-02	2.2855	1.5064e-01	7371.1259	1.2600
402	2.2597e-02	2.3198	1.3992e-01	7389.6718	1.2639
403	2.3692e-02	2.3265	1.4637e-01	7408.0502	1.6143
404	2.3769e-02	2.2595	1.3886e-01	7426.4287	1.8153
405	2.3031e-02	2.3379	1.4384e-01	7445.0398	1.9357
406	2.4090e-02	2.3520	1.5228e-01	7463.4183	2.0033
407	2.4309e-02	2.2944	1.4681e-01	7481.7968	2.0466
408	2.2302e-02	2.2980	1.3338e-01	7500.4079	2.0769
409	2.5093e-02	2.3820	1.6297e-01	7518.7864	2.0992
410	2.2443e-02	2.3101	1.3803e-01	7537.1648	2.1164
411	2.4018e-02	2.3502	1.5179e-01	7555.5433	2.1304
412	2.3382e-02	2.3614	1.4911e-01	7573.9218	2.1429
